from,to,exp,tol,peso,sensibilidad,especificidad,obligatorio
a817,x833,0.59,0.3,0.66,0.71,0.6,False
a817,x1011,0.77,0.19,0.31,0.71,0.39,True
a818,x1332,0.91,0.24,0.87,0.33,0.47,True
a818,x1298,0.84,0.39,0.95,0.9,0.35,True
a818,x2999,0.89,0.5,0.61,0.65,0.59,False
a818,x1815,0.99,0.28,0.79,0.33,0.25,False
a818,x2303,0.65,0.16,0.74,0.46,0.54,True
a818,x2872,0.7,0.43,0.78,0.72,0.93,True
a818,x147,0.69,0.36,0.56,0.53,0.47,False
a818,x453,0.86,0.27,0.74,0.33,0.27,False
a819,x329,0.56,0.25,0.85,0.61,0.45,False
a819,x1142,0.84,0.38,0.63,0.62,0.39,True
a819,x931,0.53,0.46,0.49,0.34,0.87,True
a819,x567,0.91,0.27,0.68,0.52,0.76,False
a819,x2173,0.81,0.18,0.76,0.99,0.23,False
a819,x1933,0.8,0.24,0.99,0.92,0.21,False
a819,x1454,0.72,0.32,0.77,0.45,0.5,True
a819,x2406,0.6,0.32,0.33,0.35,0.44,True
a819,x1357,0.55,0.33,0.66,0.58,0.95,False
a819,x229,0.5,0.33,0.77,0.42,0.28,False
a819,x1771,0.75,0.24,0.34,0.31,0.22,True
a819,x1298,0.89,0.21,0.45,0.48,0.9,False
a819,x106,0.62,0.31,0.31,0.75,0.24,False
a819,x2643,0.5,0.28,0.3,0.37,0.7,False
a819,x2560,0.91,0.36,0.23,0.94,0.68,True
a819,x1759,0.72,0.46,0.66,0.89,0.69,True
a820,x137,0.66,0.23,0.44,0.56,0.82,False
a820,x1413,0.57,0.39,0.9,0.93,0.97,False
a820,x2611,0.52,0.31,0.79,0.59,0.68,False
a820,x2813,0.97,0.14,0.67,0.4,0.85,False
a820,x327,0.53,0.18,0.65,0.99,0.43,True
a820,x808,0.98,0.36,0.26,0.91,0.66,False
a820,x374,0.65,0.5,0.6,0.7,0.43,False
a820,x573,0.63,0.26,0.48,0.6,0.88,True
a820,x1785,0.78,0.47,0.69,0.83,0.5,True
a820,x1853,0.55,0.2,0.59,0.61,0.58,False
a820,x1525,0.58,0.18,0.65,0.49,0.59,False
a820,x2962,0.59,0.4,0.34,0.63,0.81,False
a820,x1539,0.7,0.15,0.73,0.36,0.32,True
a820,x2838,0.54,0.34,0.57,0.93,0.7,True
a820,x1809,0.9,0.21,0.34,0.98,0.8,True
a820,x2015,0.74,0.26,0.87,0.65,0.74,True
a820,x44,0.56,0.35,0.28,0.35,0.84,True
a820,x124,0.92,0.19,0.94,0.72,0.85,True
a821,x2686,0.62,0.34,0.48,0.71,0.25,False
a821,x285,0.79,0.47,0.98,0.37,0.43,False
a821,x2693,1.0,0.43,0.32,0.74,0.68,True
a821,x1983,0.64,0.27,0.62,0.32,0.58,True
a821,x717,0.68,0.27,0.62,0.74,0.33,True
a821,x2600,0.65,0.12,0.34,0.59,0.7,False
a821,x1805,0.75,0.48,0.99,0.33,0.66,False
a821,x251,0.64,0.19,0.5,0.66,0.98,False
a821,x58,0.64,0.37,0.46,0.69,0.23,False
a821,x126,0.61,0.23,0.28,0.68,0.9,True
a821,x1879,0.88,0.17,0.45,0.9,0.69,True
a821,x1589,0.85,0.41,0.66,0.75,0.62,True
a821,x751,0.63,0.14,0.45,0.54,0.73,False
a821,x1218,0.66,0.18,0.72,0.55,0.44,False
a821,x258,0.93,0.2,0.85,0.97,0.77,True
a821,x2051,0.67,0.38,0.27,0.88,0.45,False
a821,x2068,0.67,0.25,0.28,0.59,0.79,False
a821,x75,0.93,0.26,0.7,0.34,0.48,False
a821,x1400,0.62,0.16,0.96,0.41,0.56,True
a822,x1721,0.66,0.12,0.38,0.39,0.9,True
a822,x271,0.88,0.18,0.9,0.58,0.97,False
a822,x1319,0.74,0.1,0.73,0.87,0.81,True
a822,x902,0.79,0.15,0.95,0.71,0.59,True
a822,x1300,0.68,0.17,0.31,0.82,0.25,True
a822,x2485,0.97,0.43,0.88,0.81,0.23,False
a822,x414,0.91,0.24,0.96,0.98,0.36,True
a822,x2501,1.0,0.2,0.24,0.79,0.36,True
a822,x2616,0.85,0.49,0.68,0.92,0.89,False
a822,x1410,0.77,0.21,0.96,0.62,0.86,True
a822,x2762,0.77,0.49,0.61,0.97,0.9,False
a822,x929,0.86,0.34,0.42,0.54,0.29,False
a822,x571,0.79,0.24,0.73,0.37,0.73,False
a822,x318,0.6,0.11,0.65,0.36,0.68,False
a822,x2401,0.74,0.23,0.93,0.59,0.32,True
a822,x261,0.66,0.28,0.92,0.96,0.78,False
a822,x750,0.95,0.26,0.2,0.68,0.84,False
a822,x459,0.91,0.16,0.65,0.55,0.34,True
a822,x2751,0.9,0.47,0.46,0.81,0.95,False
a822,x1699,0.59,0.28,0.24,0.4,0.4,False
a823,x476,0.69,0.33,0.86,0.56,0.99,False
a823,x2563,0.68,0.33,0.58,0.65,0.82,True
a823,x2431,0.99,0.4,0.74,0.76,0.96,True
a823,x1803,0.66,0.37,0.26,0.9,0.21,False
a823,x2894,0.57,0.32,0.82,0.69,0.21,False
a823,x439,0.94,0.29,0.91,0.72,0.68,True
a823,x852,0.89,0.24,0.64,0.94,0.69,True
a823,x1489,0.77,0.22,0.98,0.97,0.48,True
a823,x2413,0.81,0.4,0.85,0.43,0.62,True
a823,x2081,0.6,0.28,0.97,0.9,0.68,True
a823,x1125,0.53,0.48,0.61,0.75,0.7,True
a823,x2203,0.6,0.39,0.43,0.94,0.78,False
a823,x1264,0.9,0.44,0.46,0.34,0.88,False
a823,x283,0.76,0.48,0.26,1.0,0.43,True
a823,x1725,0.88,0.21,0.99,0.5,0.69,False
a823,x393,0.78,0.26,0.79,0.34,0.84,False
a823,x1706,0.76,0.13,0.9,0.54,0.96,False
a824,x1934,0.67,0.39,0.34,0.69,0.61,True
a824,x1963,0.93,0.24,0.72,0.35,0.48,True
a824,x2325,0.74,0.28,0.7,0.6,1.0,False
a824,x2209,0.67,0.48,0.43,0.78,0.6,True
a824,x1104,0.68,0.45,0.69,0.39,0.42,False
a824,x220,0.54,0.17,0.61,0.81,0.97,True
a824,x1866,0.79,0.19,0.99,0.4,0.46,True
a825,x507,0.88,0.45,0.37,0.35,0.82,True
a825,x2507,0.77,0.37,0.27,0.79,1.0,False
a825,x873,0.89,0.17,0.47,0.42,0.76,False
a825,x742,0.83,0.29,0.69,0.67,0.47,True
a825,x1321,0.88,0.43,0.89,0.73,0.32,True
a825,x2611,0.96,0.46,0.69,0.71,0.38,True
a825,x172,0.71,0.13,0.88,0.92,0.58,True
a825,x1654,0.62,0.32,0.75,0.57,0.73,True
a825,x891,0.97,0.35,0.69,0.42,0.67,False
a825,x825,0.91,0.13,0.8,0.57,0.83,False
a825,x72,0.68,0.22,0.32,0.61,0.5,True
a825,x1939,0.53,0.14,0.72,0.56,0.7,True
a825,x616,0.7,0.27,0.5,0.96,0.35,False
a825,x890,0.95,0.2,0.38,0.59,0.62,True
a825,x1562,0.56,0.15,0.71,0.66,0.49,True
a825,x2673,0.8,0.18,0.64,0.85,0.78,False
a825,x1865,0.58,0.16,0.34,0.91,0.6,False
a825,x2011,0.81,0.36,0.78,0.8,0.92,False
a825,x1460,0.7,0.28,0.96,0.58,0.37,True
a825,x2724,0.73,0.45,0.36,0.74,0.4,False
a826,x2771,0.66,0.48,0.24,0.5,0.71,False
a826,x749,0.52,0.13,0.67,0.5,0.44,False
a826,x226,0.89,0.35,0.24,0.52,0.54,False
a826,x1101,0.61,0.28,0.77,0.39,0.4,False
a826,x328,0.78,0.39,0.64,0.67,0.32,False
a827,x2001,0.79,0.15,0.3,0.7,0.74,True
a827,x2625,0.7,0.38,0.58,0.48,0.89,True
a827,x1235,0.57,0.27,0.79,0.59,0.93,True
a827,x2599,0.61,0.21,0.3,0.34,0.45,False
a827,x1718,0.62,0.26,0.65,0.62,0.91,True
a827,x895,0.63,0.3,0.73,0.94,0.58,True
a827,x1097,0.55,0.4,0.82,0.46,0.62,False
a827,x2848,0.64,0.28,0.2,0.92,0.22,False
a827,x1781,0.79,0.25,0.83,0.89,0.51,True
a827,x185,0.88,0.27,0.49,0.43,0.46,False
a828,x2947,0.56,0.28,0.77,0.52,0.94,False
a828,x1456,0.69,0.5,0.37,0.31,0.58,False
a828,x2790,0.89,0.29,0.87,0.53,0.67,True
a828,x1470,0.81,0.35,0.9,0.66,0.23,False
a828,x117,0.59,0.14,0.76,0.35,0.43,False
a828,x1232,0.91,0.24,0.54,0.42,0.91,False
a828,x1036,0.93,0.15,0.54,0.44,0.28,True
a828,x470,0.78,0.43,0.64,0.62,0.34,True
a828,x2848,0.72,0.18,0.44,0.53,0.92,False
a828,x1807,0.87,0.49,0.5,0.54,0.51,True
a828,x184,0.93,0.38,0.39,0.88,0.56,False
a829,x370,0.68,0.31,0.61,0.46,0.95,False
a829,x1241,0.67,0.32,0.61,0.54,0.45,True
a829,x1632,0.87,0.38,0.95,0.68,0.99,True
a829,x626,0.68,0.34,0.45,0.9,0.94,True
a829,x2860,0.86,0.31,0.8,0.66,0.7,False
a829,x2332,0.57,0.33,0.41,0.71,0.23,True
a829,x2193,0.73,0.31,0.73,0.98,0.93,False
a829,x2084,1.0,0.33,0.67,0.71,0.96,True
a829,x2554,0.91,0.37,0.74,0.5,0.87,False
a829,x785,0.95,0.33,0.44,0.39,0.25,True
a830,x1601,0.53,0.27,0.68,0.35,0.41,False
a830,x1256,0.92,0.43,0.7,0.88,0.99,False
a830,x2772,0.69,0.18,0.54,0.49,0.89,False
a830,x611,0.52,0.23,0.9,0.44,0.95,True
a830,x1847,0.85,0.25,0.83,0.66,0.65,False
a830,x975,0.64,0.15,0.86,0.65,0.24,True
a830,x404,0.75,0.43,0.9,0.93,0.98,True
a830,x1360,0.97,0.17,0.99,0.34,0.52,False
a830,x1495,0.67,0.15,0.63,0.99,0.78,False
a830,x2753,0.61,0.14,0.94,0.73,0.66,True
a830,x2862,0.65,0.11,0.71,0.97,0.57,True
a831,x906,0.57,0.4,0.68,0.8,0.51,True
a831,x1339,0.57,0.1,0.78,0.71,0.82,False
a831,x2407,0.56,0.18,0.78,0.84,0.5,False
a831,x1271,0.57,0.45,0.2,0.79,0.96,True
a831,x850,0.9,0.47,0.39,0.39,0.51,False
a831,x612,0.59,0.38,0.25,0.77,0.35,False
a831,x2836,0.71,0.11,0.56,0.83,0.64,True
a831,x1558,0.63,0.47,0.5,0.9,0.52,True
a831,x39,0.5,0.18,0.44,0.92,0.93,True
a831,x1241,0.81,0.38,0.82,0.77,0.51,False
a831,x1975,0.63,0.11,0.89,0.96,0.87,False
a831,x345,0.71,0.37,0.69,0.86,0.74,True
a831,x702,0.65,0.46,0.74,0.77,0.98,False
a831,x1695,0.71,0.17,0.96,0.93,0.96,False
a831,x2092,0.69,0.27,0.45,0.55,0.22,False
a831,x2492,0.57,0.13,0.69,0.32,0.52,True
a831,x1055,0.77,0.21,0.56,0.69,0.58,True
a831,x747,0.66,0.21,0.62,0.77,0.98,False
a832,x1600,0.53,0.37,0.63,0.33,0.41,False
a832,x335,0.77,0.28,0.57,0.64,1.0,False
a832,x1313,0.97,0.21,0.65,0.51,0.82,False
a832,x2925,0.53,0.17,0.72,0.96,0.7,True
a832,x557,0.55,0.25,0.57,0.6,0.48,False
a832,x1453,0.93,0.11,0.94,0.32,0.87,False
a832,x2872,0.61,0.31,0.56,0.93,0.42,False
a832,x1244,0.57,0.41,0.72,0.61,0.98,True
a832,x2190,0.77,0.29,0.3,0.44,0.76,True
a832,x2836,0.97,0.35,0.79,0.75,0.5,True
a832,x1857,0.67,0.25,0.29,0.63,0.79,True
a832,x2776,0.76,0.26,0.41,0.83,0.84,True
a832,x2367,0.93,0.16,0.43,0.84,0.65,True
a832,x331,0.55,0.43,0.45,0.79,0.21,True
a832,x1745,0.9,0.16,0.49,0.35,0.24,False
a833,x2189,0.9,0.44,0.89,0.34,0.63,True
a833,x2727,0.95,0.45,0.94,0.57,0.22,False
a833,x1311,0.69,0.34,0.57,0.66,0.71,False
a833,x466,0.77,0.35,0.36,0.71,0.89,False
a833,x611,0.51,0.36,0.61,0.43,0.41,False
a834,x2849,0.52,0.18,0.76,0.42,0.28,True
a834,x2676,0.98,0.34,0.3,0.78,0.42,True
a834,x2101,0.79,0.44,0.54,0.55,0.57,True
a834,x1109,0.61,0.3,0.86,0.33,0.89,False
a834,x719,0.66,0.36,0.31,0.76,0.82,False
a834,x2740,0.61,0.29,0.74,0.44,0.96,True
a834,x2864,0.76,0.47,0.7,0.83,0.51,False
a834,x226,0.53,0.38,0.76,0.71,0.78,False
a834,x2348,0.81,0.45,0.92,0.83,0.47,False
a834,x876,0.67,0.43,0.82,0.61,0.83,True
a834,x2100,0.91,0.29,0.36,0.4,0.44,True
a834,x2727,0.72,0.24,0.65,0.86,0.64,False
a834,x2611,0.88,0.48,0.73,0.99,0.69,True
a834,x2794,0.71,0.15,0.71,0.42,0.92,False
a834,x547,0.66,0.1,0.76,0.44,0.28,False
a835,x850,0.91,0.36,0.91,0.31,0.7,True
a835,x2644,0.77,0.48,0.24,0.64,0.71,False
a835,x713,0.56,0.32,0.86,0.79,0.76,False
a835,x1524,0.83,0.3,0.39,0.63,0.63,False
a835,x866,0.83,0.22,0.5,0.99,0.65,True
a835,x139,0.66,0.23,0.75,0.77,0.62,True
a836,x2624,0.5,0.41,0.96,0.52,0.76,True
a836,x1514,0.86,0.47,0.82,0.93,0.93,True
a836,x2021,0.97,0.19,0.23,0.5,0.71,False
a836,x308,0.74,0.25,1.0,0.92,0.58,False
a836,x2038,1.0,0.24,0.93,0.87,0.6,False
a836,x2082,0.71,0.24,0.5,0.94,0.77,True
a836,x231,0.93,0.12,0.24,0.69,0.27,True
a836,x1879,0.87,0.17,0.75,0.31,0.52,True
a836,x1295,0.74,0.11,0.26,0.7,0.23,False
a836,x315,0.92,0.27,0.57,0.57,0.36,False
a836,x410,0.84,0.22,0.99,0.61,0.55,True
a836,x1303,0.96,0.37,0.72,0.84,0.35,False
a836,x2871,0.54,0.15,0.59,0.58,0.7,False
a836,x2311,0.5,0.18,0.87,0.52,0.43,False
a836,x2961,0.93,0.27,0.37,0.99,0.9,False
a836,x1060,0.5,0.32,0.24,0.68,0.23,False
a837,x771,0.58,0.42,0.83,0.33,0.61,True
a837,x2899,0.85,0.42,0.93,0.7,0.84,False
a837,x2020,0.55,0.46,0.45,0.52,0.74,True
a837,x1413,0.65,0.38,0.47,0.93,0.82,False
a837,x332,0.98,0.49,0.94,0.87,0.41,False
a837,x2012,0.66,0.37,0.96,0.33,0.55,False
a837,x2035,0.68,0.47,0.32,0.8,0.97,True
a837,x1193,0.53,0.43,0.52,0.87,0.94,True
a837,x1459,0.87,0.5,0.37,0.76,0.86,True
a837,x226,0.51,0.19,0.69,0.73,0.57,True
a837,x1588,0.54,0.3,0.24,0.91,0.45,False
a837,x2501,0.96,0.21,0.52,0.8,0.6,False
a837,x602,0.85,0.28,0.21,0.81,0.24,False
a837,x346,0.69,0.12,0.33,0.67,0.58,True
a837,x1345,0.87,0.4,0.98,0.59,0.24,True
a837,x137,0.51,0.2,0.99,0.5,0.56,True
a837,x1961,0.77,0.18,0.24,0.71,0.85,True
a837,x291,0.66,0.27,0.84,0.98,0.91,False
a837,x2916,0.92,0.17,0.55,0.43,0.65,False
a837,x2295,0.6,0.48,0.57,0.94,0.59,True
a838,x1597,0.75,0.17,0.82,0.38,0.32,True
a838,x2274,0.94,0.43,0.84,0.81,0.51,False
a838,x1731,0.62,0.43,0.53,0.31,0.45,False
a838,x713,0.63,0.36,0.94,0.64,0.24,True
a838,x2800,0.59,0.23,0.7,0.75,0.52,True
a839,x2417,0.74,0.4,0.78,0.54,0.94,False
a839,x1015,0.62,0.31,0.22,0.96,0.25,False
a839,x1351,0.79,0.14,0.82,0.87,0.4,True
a839,x1291,0.97,0.47,0.22,0.84,0.36,False
a839,x2135,0.91,0.19,0.23,0.46,0.47,False
a840,x72,0.58,0.16,0.52,0.55,0.68,True
a840,x1106,0.82,0.46,0.65,0.32,0.8,False
a840,x2444,0.96,0.32,0.6,0.33,0.53,False
a840,x1132,0.92,0.27,0.83,0.93,0.66,True
a840,x1959,1.0,0.36,0.97,0.6,0.21,False
a840,x395,0.67,0.36,0.22,0.4,0.67,True
a841,x808,0.82,0.22,0.28,0.8,0.67,True
a841,x1942,0.86,0.41,0.22,0.36,0.98,True
a841,x217,0.7,0.16,0.95,0.93,0.83,True
a841,x695,0.83,0.31,0.63,0.51,0.24,False
a841,x1445,0.77,0.19,0.21,0.66,0.96,True
a842,x2333,0.93,0.26,0.23,0.52,0.59,False
a842,x1001,0.93,0.17,0.4,0.43,0.32,True
a842,x1602,0.69,0.21,0.41,0.94,0.38,False
a842,x1331,0.82,0.33,0.81,0.45,0.43,False
a842,x980,0.88,0.27,0.82,0.67,0.38,False
a842,x960,0.63,0.23,0.91,0.4,0.45,True
a842,x619,0.81,0.19,0.88,0.79,0.32,True
a842,x247,0.56,0.47,0.79,0.34,0.97,True
a842,x164,0.79,0.34,0.39,0.82,0.25,True
a842,x2581,0.88,0.48,1.0,0.66,0.31,True
a842,x299,0.71,0.39,0.57,0.33,0.39,True
a842,x2045,0.65,0.3,0.49,0.95,0.55,True
a842,x2839,0.76,0.28,0.85,0.68,1.0,True
a842,x2977,0.73,0.12,0.5,0.34,0.27,True
a842,x1683,0.9,0.24,0.92,0.7,0.62,True
a842,x508,0.66,0.21,0.86,0.48,0.9,False
a842,x197,0.72,0.27,0.85,0.7,0.76,False
a842,x2053,0.55,0.18,0.82,0.58,0.94,False
a842,x2502,0.62,0.43,0.26,0.96,0.73,True
a843,x1183,0.75,0.34,0.44,0.45,0.7,False
a843,x2964,0.51,0.33,0.44,0.98,0.3,False
a843,x962,0.57,0.43,0.28,0.67,0.61,True
a843,x2691,0.63,0.27,0.3,0.56,0.61,True
a843,x1892,0.54,0.25,0.55,0.67,0.24,True
a843,x2207,0.97,0.42,0.52,0.39,0.27,False
a843,x2754,0.68,0.18,0.71,0.5,0.58,False
a843,x668,0.67,0.38,0.2,0.64,0.57,True
a843,x1821,0.6,0.1,0.79,0.87,0.34,True
a843,x2004,0.82,0.38,0.62,0.91,0.41,False
a843,x2893,0.67,0.29,0.87,0.82,0.93,False
a843,x418,0.61,0.48,0.69,0.47,0.63,True
a843,x1445,0.72,0.15,0.9,0.76,0.21,False
a843,x2650,0.57,0.31,0.89,0.4,0.61,False
a843,x2671,0.66,0.49,0.36,0.9,0.5,False
a843,x1564,0.79,0.45,0.77,0.5,0.81,True
a844,x11,0.91,0.35,0.64,0.87,0.79,True
a844,x866,0.64,0.45,0.75,0.37,0.39,True
a844,x443,0.84,0.21,0.72,0.53,0.23,True
a844,x2131,0.71,0.48,0.53,0.36,0.87,True
a844,x58,0.51,0.42,0.6,0.39,0.43,False
a844,x1410,1.0,0.15,0.76,0.89,0.27,True
a844,x2829,0.52,0.15,0.21,0.79,0.59,False
a844,x1934,0.66,0.16,0.7,0.96,0.46,True
a844,x678,0.99,0.28,0.74,0.81,0.56,False
a844,x199,0.68,0.39,0.61,0.48,0.33,False
a844,x1263,0.88,0.47,0.67,0.56,0.26,True
a844,x2702,0.74,0.29,0.5,0.46,0.71,True
a845,x2251,0.53,0.22,0.24,0.45,0.5,False
a845,x2872,0.64,0.42,0.54,0.37,0.57,True
a845,x2495,0.7,0.44,0.27,0.4,0.96,False
a845,x2603,0.52,0.32,0.85,0.69,0.48,True
a845,x2664,0.87,0.45,0.43,0.78,0.41,True
a845,x2436,0.51,0.47,0.41,0.8,0.82,True
a845,x700,0.96,0.24,0.44,0.35,0.99,True
a846,x668,0.94,0.23,0.21,0.47,0.4,True
a846,x1838,0.95,0.45,0.61,0.79,0.46,True
a846,x435,0.76,0.28,0.73,0.75,0.79,False
a846,x2099,0.77,0.2,0.81,0.43,0.84,True
a846,x736,0.57,0.13,0.75,0.36,0.58,True
a846,x922,0.56,0.25,0.34,0.92,0.63,False
a846,x1565,0.71,0.23,0.53,0.45,0.96,False
a847,x2004,0.7,0.16,0.77,0.74,0.95,True
a847,x2108,0.57,0.46,0.96,0.56,0.2,True
a847,x2187,0.84,0.32,0.42,0.96,0.5,True
a847,x1919,0.57,0.3,0.78,0.4,0.89,True
a847,x2863,0.51,0.42,0.34,0.34,0.53,True
a847,x2089,0.56,0.37,0.99,0.51,0.7,True
a847,x2755,0.66,0.41,0.51,0.44,0.53,False
a847,x827,0.84,0.31,0.62,0.42,0.83,True
a847,x798,0.9,0.47,0.89,0.61,0.52,False
a847,x85,0.87,0.27,0.64,0.87,0.78,True
a847,x1961,0.7,0.44,0.63,0.36,0.56,True
a847,x251,0.56,0.41,0.92,0.53,0.49,True
a847,x963,0.84,0.22,0.85,0.44,0.69,False
a848,x484,0.74,0.22,0.85,0.32,0.4,False
a848,x2999,0.98,0.29,0.5,0.58,0.93,False
a848,x409,0.8,0.41,0.44,0.92,0.34,False
a848,x2728,0.52,0.47,0.23,0.55,0.85,True
a848,x419,0.84,0.34,0.21,0.67,0.56,True
a848,x2720,0.76,0.41,0.74,0.74,0.67,False
a848,x1651,0.58,0.27,0.66,0.45,0.69,True
a848,x1029,0.63,0.24,0.62,0.52,0.25,False
a849,x2471,0.78,0.44,0.56,0.58,0.38,True
a849,x1040,0.82,0.15,0.57,0.36,0.95,True
a849,x2751,0.79,0.33,0.58,0.56,0.99,True
a849,x804,0.57,0.44,0.56,0.58,0.22,False
a849,x2533,0.98,0.41,0.76,0.94,0.29,True
a849,x1826,0.59,0.11,0.73,0.72,0.21,True
a849,x1461,0.55,0.41,0.32,0.7,0.52,False
a849,x1460,0.94,0.25,0.26,0.69,0.35,False
a849,x2756,0.75,0.36,0.82,0.62,0.38,True
a849,x1952,0.83,0.28,0.8,0.49,0.83,False
a849,x988,0.87,0.22,0.61,0.74,0.68,False
a849,x176,0.79,0.35,0.3,0.46,0.83,True
a849,x2459,0.8,0.5,0.66,0.89,0.37,True
a850,x2496,0.85,0.27,0.78,0.88,0.45,False
a850,x328,0.67,0.34,0.47,0.34,0.26,False
a850,x1058,0.91,0.31,0.39,0.62,0.57,True
a850,x1056,0.63,0.36,0.96,0.86,0.93,False
a850,x959,0.88,0.32,0.91,0.75,0.87,True
a850,x1832,0.91,0.47,0.41,0.53,0.82,True
a851,x1593,0.98,0.14,0.85,0.72,0.61,True
a851,x1076,0.69,0.38,0.98,0.62,0.37,True
a851,x1469,0.88,0.27,0.74,0.7,0.25,False
a851,x2355,0.81,0.47,0.44,0.54,0.53,True
a851,x828,0.5,0.47,0.48,0.64,0.78,False
a851,x187,0.91,0.14,0.78,0.38,0.22,True
a851,x1750,0.6,0.18,0.6,0.9,0.72,True
a851,x1819,0.91,0.44,0.69,0.53,0.71,True
a851,x2228,0.79,0.19,0.88,0.36,0.93,True
a851,x1837,0.92,0.12,0.46,0.88,0.82,True
a852,x1126,0.96,0.12,0.29,0.92,0.42,False
a852,x114,0.69,0.29,0.44,0.34,0.83,False
a852,x2021,0.99,0.31,0.53,0.67,0.96,False
a852,x2261,0.91,0.31,1.0,0.94,0.9,True
a852,x2782,0.76,0.24,0.46,0.6,0.29,True
a852,x2229,1.0,0.2,0.65,0.65,0.98,True
a852,x2413,0.59,0.1,0.98,0.83,0.48,False
a852,x1154,0.84,0.32,0.76,0.56,0.56,False
a852,x1789,0.96,0.12,0.57,0.41,0.21,False
a852,x310,0.65,0.39,0.62,0.72,0.42,False
a852,x2960,0.61,0.17,0.41,0.85,0.64,False
a852,x782,0.83,0.13,0.46,0.6,0.95,True
a852,x675,0.69,0.34,0.75,0.47,0.58,True
a852,x756,0.85,0.41,0.39,0.48,0.64,False
a852,x2409,0.91,0.33,0.99,0.69,0.71,False
a853,x1036,0.7,0.42,0.74,0.37,0.8,False
a853,x1204,0.96,0.11,0.27,0.61,0.5,True
a853,x837,0.85,0.46,0.36,0.95,0.72,False
a853,x1711,0.99,0.44,0.84,0.82,0.23,False
a853,x510,0.52,0.45,0.3,0.87,0.84,True
a853,x2990,0.8,0.45,0.83,0.9,1.0,False
a853,x785,0.76,0.38,0.44,1.0,0.71,False
a853,x309,0.82,0.39,0.42,0.83,0.35,False
a853,x1162,0.57,0.32,0.72,0.68,0.95,False
a853,x1767,0.87,0.49,0.62,0.31,0.36,True
a853,x2178,0.57,0.21,0.51,0.93,0.89,True
a853,x2458,0.74,0.19,0.41,0.61,0.34,False
a853,x2955,0.96,0.29,0.94,0.51,0.99,True
a853,x1500,0.54,0.45,0.55,0.85,0.37,False
a853,x1550,0.59,0.36,0.42,0.78,0.85,False
a853,x521,0.88,0.13,0.64,0.78,0.25,False
a853,x554,0.88,0.46,0.92,0.6,0.6,True
a853,x113,0.54,0.29,0.31,0.49,0.93,False
a853,x1878,0.73,0.13,0.6,0.34,0.74,True
a854,x1320,0.96,0.23,0.8,0.44,0.65,True
a854,x210,0.64,0.32,0.63,0.68,0.67,False
a854,x1451,0.74,0.43,0.49,0.72,0.36,True
a854,x1643,0.53,0.36,0.55,0.61,0.56,True
a854,x1511,0.95,0.11,0.91,0.64,0.96,True
a855,x179,0.55,0.18,0.8,0.34,0.43,False
a855,x2017,0.69,0.12,0.97,0.83,0.81,False
a855,x154,0.88,0.33,0.97,0.43,0.46,True
a855,x1030,0.54,0.47,0.49,0.7,0.37,False
a855,x297,0.53,0.2,0.26,0.54,0.21,True
a855,x155,0.91,0.12,0.66,0.85,0.52,True
a855,x1524,0.7,0.16,0.67,0.73,0.27,False
a856,x584,0.6,0.19,0.77,0.39,0.73,False
a856,x80,0.74,0.18,0.36,0.69,0.4,False
a856,x722,0.89,0.4,0.87,0.76,0.92,False
a856,x217,0.71,0.16,0.38,0.61,0.73,True
a856,x2147,0.73,0.45,0.7,0.71,0.58,False
a856,x2783,0.74,0.46,0.68,0.5,0.51,False
a856,x1786,0.9,0.39,0.24,0.6,0.79,True
a856,x1920,0.82,0.18,0.76,0.57,0.79,False
a856,x2224,0.96,0.39,0.87,0.51,0.63,False
a856,x1028,0.64,0.27,0.25,0.93,0.66,False
a856,x1477,0.7,0.19,0.55,0.99,0.38,False
a857,x61,0.59,0.32,0.48,0.33,0.28,False
a857,x2846,0.83,0.14,0.65,0.77,0.32,False
a857,x1197,0.97,0.21,0.29,0.56,0.98,True
a857,x954,0.7,0.39,0.5,0.61,0.8,True
a857,x1082,0.53,0.46,0.93,0.61,0.96,False
a857,x2075,0.78,0.35,0.65,0.64,0.36,True
a857,x348,0.97,0.44,0.77,0.31,0.39,False
a857,x9,0.95,0.1,0.6,0.62,0.47,True
a857,x479,0.9,0.46,0.63,0.33,0.61,True
a857,x2972,0.55,0.21,0.68,0.76,0.23,False
a857,x2712,0.96,0.26,0.97,0.5,0.68,True
a857,x2663,0.91,0.41,0.82,0.51,0.55,True
a857,x2578,0.89,0.41,0.94,0.52,0.98,True
a858,x541,0.85,0.48,0.85,0.83,0.3,True
a858,x2517,0.71,0.42,1.0,0.37,0.81,True
a858,x2292,0.66,0.48,0.56,0.35,0.39,False
a858,x318,0.9,0.32,0.32,0.71,0.99,False
a858,x987,0.5,0.14,0.88,0.34,0.67,True
a858,x2019,0.57,0.21,0.81,0.98,0.53,False
a858,x2011,0.88,0.49,0.56,0.82,0.7,False
a858,x2004,0.75,0.18,0.91,0.42,0.85,False
a858,x2308,0.68,0.23,0.54,0.44,0.42,True
a858,x920,0.94,0.49,0.37,0.43,0.32,True
a858,x440,0.93,0.45,0.35,0.96,0.45,False
a859,x289,0.64,0.19,0.88,0.5,0.62,True
a859,x2544,0.75,0.38,0.54,0.39,0.26,True
a859,x2405,0.68,0.17,0.84,0.65,0.72,True
a859,x2306,0.76,0.22,0.68,0.74,0.32,False
a859,x2320,0.93,0.36,0.56,0.68,0.56,True
